id_parc,nom_usuel,code_insee,nom_commune,code_dept,code_reg,etat_parc,latitude,longitude
5704277,PARC EOLIEN AUBE 1,10281,LE PAVILLON-SAINTE-JULIE,10,44,En exploitation,48.3686298,3.9000597
5704277,PARC EOLIEN AUBE 1,10282,PAYNS,10,44,En exploitation,48.3804252,3.9761264
5704277,PARC EOLIEN AUBE 1,10368,SAVIERES,10,44,En exploitation,48.4071606,3.951775
5704278,EOLIENNES VENT DE SEINE,10089,CHATRES,10,44,En exploitation,45.18516,1.19692
5704278,EOLIENNES VENT DE SEINE,10234,MESGRIGNY,10,44,En exploitation,48.4883215,3.8822213
5704278,EOLIENNES VENT DE SEINE,10274,ORVILLIERS ST JULIEN,10,44,En exploitation,48.4440315,3.8277634
5704278,EOLIENNES VENT DE SEINE,10392,VALLANT-SAINT-GEORGES,10,44,En exploitation,48.4690347,3.9021013
5704302,Châtaigniers,51380,MONTMIRAIL,51,44,En exploitation,48.8708848,3.5381991
5704306,ARGONNE,51214,DOMMARTIN-VARIMONT,51,44,En exploitation,48.9784269,4.781831
5704306,ARGONNE,51229,EPENSE,51,44,En exploitation,48.9716278,4.8333279
5704306,ARGONNE,51404,NOIRLIEU,51,44,En exploitation,48.9462028,4.8112627
5704307,PARC EOLIEN DES COTES DE CHAMPAGNE,51039,BASSU,51,44,En exploitation,48.8319881,4.6930462
5704307,PARC EOLIEN DES COTES DE CHAMPAGNE,51325,LISSE EN CHAMPAGNE,51,44,En exploitation,48.8139337,4.6424749
5704307,PARC EOLIEN DES COTES DE CHAMPAGNE,51472,ST AMAND SUR FION,51,44,En exploitation,48.810394,4.6080101
5704307,PARC EOLIEN DES COTES DE CHAMPAGNE,51589,VANAULT-LE-CHATEL,51,44,En exploitation,48.8647821,4.726793
5704308,Orme en Champagne,51340,MAISONS EN CHAMPAGNE,51,44,En exploitation,48.7499255,4.4953323
5704308,Orme en Champagne,51446,PRINGY,51,44,En exploitation,48.7798117,4.5154884
5704312,Mont Heudelan,8378,ST CLEMENT A ARNES,8,44,En exploitation,49.3006101,4.4287287
5704312,Mont Heudelan,51487,ST HILAIRE LE PETIT,51,44,En exploitation,49.2741055,4.3900202
5704313,EOLE BRIE CHAMPENOISE,51129,CHARLEVILLE,51,44,En exploitation,48.813549,3.6664318
5704313,EOLE BRIE CHAMPENOISE,51170,CORFELIX,51,44,En exploitation,48.8373892,3.6986091
5704313,EOLE BRIE CHAMPENOISE,51626,LA VILLENEUVE-LES-CHARLEVILLE,51,44,En exploitation,48.80746,3.69443
5704314,Cheppes la Prairie,51148,CHEPPES LA PRAIRIE,51,44,En exploitation,48.83188,4.47267
5704315,La Côte de la Bouchère,51184,COURDEMANGES,51,44,En exploitation,48.6945248,4.5428846
5704315,La Côte de la Bouchère,51295,HUIRON,51,44,En exploitation,48.702463,4.5424122
5704316,Germinon,51268,GERMINON,51,44,En exploitation,48.87675,4.15485
5704317, Mont de l'arbre,51141,LA CHAUSSEE SUR MARNE,51,44,En exploitation,48.834967,4.519852
5704318,CERNON 2,51106,CERNON,51,44,En exploitation,48.8407654,4.344698
5704319,Cernon 3,51106,CERNON,51,44,En exploitation,48.8407654,4.344698
5704320,Entre Coole et Marne,51106,CERNON,51,44,En exploitation,48.8407654,4.344698
5704326,Parc éolien de Bassigny,52248,IS EN BASSIGNY,52,44,En exploitation,48.0308534,5.4473128
5704327,Centrale Eolienne du Plateau de Langres,52070,BRENNES,52,44,En exploitation,47.7965438,5.278637
5704327,Centrale Eolienne du Plateau de Langres,52364,ORCEVAUX,52,44,En exploitation,47.7753956,5.2716761
5704327,Centrale Eolienne du Plateau de Langres,52516,VERSEILLES-LE-HAUT,52,44,En exploitation,47.7695528,5.2973481
5704328,Parc éolien des Eparmonts,52055,BLECOURT,52,44,En exploitation,50.2200459,3.212572
5704328,Parc éolien des Eparmonts,52066,BRACHAY,52,44,En exploitation,48.3756709,5.0281066
5704328,Parc éolien des Eparmonts,52199,FERRIERE ET LAFOLIE,52,44,En exploitation,48.391995,5.0883203
5704329,Les Hauts Pays,52004,AINGOULAINCOURT,52,44,En exploitation,48.4556173,5.2866306
5704329,Les Hauts Pays,52097,CHAMBRONCOURT,52,44,En exploitation,48.3525505,5.4046395
5704329,Les Hauts Pays,52184,EFFINCOURT,52,44,En exploitation,48.4961215,5.2684209
5704329,Les Hauts Pays,52187,EPIZON,52,44,En exploitation,48.37782785,5.33158324489415
5704329,Les Hauts Pays,52218,GERMAY,52,44,En exploitation,48.4097304,5.3558683
5704329,Les Hauts Pays,52286,LEURVILLE,52,44,En exploitation,48.3282431,5.3826437
5704329,Les Hauts Pays,52376,PANSEY,52,44,En exploitation,48.4749502,5.2875647
5704329,Les Hauts Pays,52491,THONNANCE-LES-MOULINS,52,44,En exploitation,48.4102742,5.2926494
5704330,Parc éolien de Mont Gimont,52007,AMBONVILLE,52,44,En exploitation,48.3117386,5.0155002
5704330,Parc éolien de Mont Gimont,52065,BOUZANCOURT,52,44,En exploitation,48.31397,4.94927
5704330,Parc éolien de Mont Gimont,52091,CERISIERES,52,44,En exploitation,48.30725,5.07989
5704330,Parc éolien de Mont Gimont,52201,FLAMMERECOURT,52,44,En exploitation,48.3626178,5.041179
5704330,Parc éolien de Mont Gimont,52232,GUINDRECOURT-SUR-BLAISE,52,44,En exploitation,48.2962686,4.9746909
5704330,Parc éolien de Mont Gimont,52284,LESCHERES SUR LE BLAISERON,52,44,En exploitation,48.3377259,5.038458
5704330,Parc éolien de Mont Gimont,52436,ROUECOURT,52,44,En exploitation,48.3250186,5.0688984
5704331,Parc éolien de Langres Sud,52027,AUJEURRES,52,44,En exploitation,47.7404862,5.1829665
5704331,Parc éolien de Langres Sud,52035,BAISSEY,52,44,En exploitation,47.7511057,5.2506011
5704331,Parc éolien de Langres Sud,52285,LEUCHEY,52,44,En exploitation,47.7288254,5.2142089
5704331,Parc éolien de Langres Sud,52189,LE VAL-D'ESNOMS,52,44,En exploitation,47.68601215,5.224542805623862
5704331,Parc éolien de Langres Sud,52446,SAINT-BROINGT-LES-FOSSES,52,44,En exploitation,47.7103475,5.2715438
5704331,Parc éolien de Langres Sud,52499,VAILLANT,52,44,En exploitation,47.7101165,5.1546424
5704331,Parc éolien de Langres Sud,52519,VESVRES-SOUS-CHALANCEY,52,44,En exploitation,47.6930185,5.1695769
5704332,Parc éolien de Haut de Conge 1,52163,DAMPIERRE,52,44,En exploitation,49.040403,-0.8665311007756813
5704332,Parc éolien de Haut de Conge 1,52396,POINSON-LES-NOGENT,52,44,En exploitation,47.995227,5.3698716
5704332,Parc éolien de Haut de Conge 1,52541,VITRY LES NOGENT,52,44,En exploitation,47.9926781,5.3465672
5704340,EOLIENNES de Clamanges et Villeseneux,51154,CLAMANGES,51,44,En exploitation,48.82705,4.08291
5704340,EOLIENNES de Clamanges et Villeseneux,51638,VILLESENEUX,51,44,En exploitation,48.8411778,4.1455984
5704341,FEREOLE,51241,EUVY,51,44,En exploitation,48.71959,4.02903
5704341,FEREOLE,51248,FERE CHAMPENOISE,51,44,En exploitation,48.7550291,3.9905157
5704348,LEFFINCOURT,8077,BOURCQ,8,44,En exploitation,49.3853956,4.631746
5704348,LEFFINCOURT,8130,CONTREUVE,8,44,En exploitation,49.3619576,4.6244288
5704348,LEFFINCOURT,8250,LEFFINCOURT,8,44,En exploitation,49.3874537,4.5454575
5704348,LEFFINCOURT,8264,MACHAULT,8,44,En exploitation,48.4548718,2.8306549
5704348,LEFFINCOURT,8410,SEMIDE,8,44,En exploitation,49.3407129,4.5830031
5704349,EOLE MONT DE SAINT LOUP,8386,SAINT-LOUP-EN-CHAMPAGNE,8,44,En exploitation,49.4553955,4.2192259
5704349,EOLE MONT DE SAINT LOUP,8435,TAGNON,8,44,En exploitation,49.4388215,4.2891902
5704353,LHI GII1 WP SEUIL 2216 SASU,8306,MONT-LAURENT,8,44,En exploitation,49.4695974,4.4805011
5704353,LHI GII1 WP SEUIL 2216 SASU,8416,SEUIL,8,44,En exploitation,49.4807791,4.4519928
5704356,PARC EOLIEN DE TARZY,8319,NEUVILLE LEZ BEAULIEU,8,44,En exploitation,49.9046636,4.359009527962298
5704356,PARC EOLIEN DE TARZY,8440,TARZY,8,44,En exploitation,49.8695566,4.294289
5704358,EOLIENNES DE LONGUEVAL,8150,ECLY,8,44,En exploitation,49.54359585,4.288257708606727
5704358,EOLIENNES DE LONGUEVAL,8426,SON,8,44,En exploitation,49.58132,4.27575
5704362,ENERGIE DU PORCIEN SASU,8107,CHATEAU PORCIEN,8,44,En exploitation,49.529127,4.24513
5704362,ENERGIE DU PORCIEN SASU,8380,SAINT-FERGEUX,8,44,En exploitation,49.5629375,4.2156368
5704365,EOLE RENNEVILLE SCS,8360,RENNEVILLE,8,44,En exploitation,49.4043729,1.3220971
5704367,A_SUPPRIMER,8427,SORBON,8,44,En exploitation,49.537897,4.3551152
5704376,SAS CORROY ENERGIES,51176,CORROY,51,44,En exploitation,48.70233,3.94036
5704377,SAS PARC EOLIEN D'ESCARDES,51071,BOUCHY ST GENEST,51,44,En exploitation,48.6551206,3.4962664811397404
5704377,SAS PARC EOLIEN D'ESCARDES,51233,ESCARDES,51,44,En exploitation,48.6968568,3.513671
5704380,Somme-Soude Trécon,51578,TRECON,51,44,En exploitation,48.8690224,4.0814401
5704380,Somme-Soude Trécon,51603,VELYE,51,44,En exploitation,48.8887401,4.1281492
5704380,Somme-Soude Trécon,51638,VILLESENEUX,51,44,En exploitation,48.8411778,4.1455984
5704387,PARS EOLIENS HAUTS MOULINS,51353,MARSANGIS,51,44,En exploitation,48.60507,3.83552
5704387,PARS EOLIENS HAUTS MOULINS,51516,ST SATURNIN,51,44,En exploitation,48.613152,3.9019931
5704387,PARS EOLIENS HAUTS MOULINS,51565,THAAS,51,44,En exploitation,48.64794,3.87829
5704388,Parc éolien les Moulins des Champs,51279,GRANGES SUR AUBE,51,44,En exploitation,48.582303,3.8513053
5704388,Parc éolien les Moulins des Champs,51652,VOUARCES,51,44,En exploitation,48.5918984,3.8976541
5704389,Parc Eolien de la Plaine Dynamique,51279,GRANGES SUR AUBE,51,44,En exploitation,48.582303,3.8513053
5704389,Parc Eolien de la Plaine Dynamique,51353,MARSANGIS,51,44,En exploitation,48.60507,3.83552
5704389,Parc Eolien de la Plaine Dynamique,51516,ST SATURNIN,51,44,En exploitation,48.613152,3.9019931
5704390,Société TENBONREV,51472,ST AMAND SUR FION,51,44,En exploitation,48.810394,4.6080101
5704394,PARC EOLIEN DES COTES DE CHAMPAGNE SUD,51022,AULNAY L AITRE,51,44,En exploitation,48.8225778,4.5632731
5704394,PARC EOLIEN DES COTES DE CHAMPAGNE SUD,51325,LISSE EN CHAMPAGNE,51,44,En exploitation,48.8139337,4.6424749
5704394,PARC EOLIEN DES COTES DE CHAMPAGNE SUD,51472,ST AMAND SUR FION,51,44,En exploitation,48.810394,4.6080101
5704397,GERMINON 6,51268,GERMINON,51,44,En exploitation,48.87675,4.15485
5704405,Parc éolien de Comes de l'Arce,10069,BUXIERES SUR ARCE,10,44,En exploitation,48.124227,4.4565161
5704406,Parc éolien NORDEX XVII SAS,10089,CHATRES,10,44,En exploitation,45.18516,1.19692
5704406,Parc éolien NORDEX XVII SAS,10234,MESGRIGNY,10,44,En exploitation,48.4883215,3.8822213
5704406,Parc éolien NORDEX XVII SAS,10274,ORVILLIERS ST JULIEN,10,44,En exploitation,48.4440315,3.8277634
5704406,Parc éolien NORDEX XVII SAS,10392,VALLANT-SAINT-GEORGES,10,44,En exploitation,48.4690347,3.9021013
5704412,Parc éolien du VALBIN SNC,10055,BOURGUIGNONS,10,44,En exploitation,48.1322612,4.3552869
5704412,Parc éolien du VALBIN SNC,10159,FRALIGNES,10,44,En exploitation,48.1640814,4.3747303
5704412,Parc éolien du VALBIN SNC,10213,MAGNANT,10,44,En exploitation,48.1694,4.4219
5704439,Parc éolien la  Druine (Vallée de l'Arce),10045,BEUREY,10,44,En exploitation,48.1832902,4.4674596
5704439,Parc éolien la  Druine (Vallée de l'Arce),10069,BUXIERES SUR ARCE,10,44,En exploitation,48.124227,4.4565161
5704439,Parc éolien la  Druine (Vallée de l'Arce),10097,CHERVEY,10,44,En exploitation,48.12541,4.4924739
5704512,Parc Eolien de Fontaine-Mâcon 2,10153,FONTAINE MACON,10,44,En exploitation,48.4653055,3.5085658
5704552,LHUITRE ENERGIES,10195,LHUITRE,10,44,En exploitation,48.5697493,4.2497896
5704553,Parc éolien le Nouret (Vallée de l'Arce),10136,EGUILLY SOUS BOIS,10,44,En exploitation,48.1390781,4.5363248
5704553,Parc éolien le Nouret (Vallée de l'Arce),10438,VITRY-LE-CROISE,10,44,En exploitation,48.1461705,4.5658442
5704554,Parc éolien Le Noyer (Vallée de l'Arce),10041,BERTIGNOLLES,10,44,En exploitation,48.128197,4.5189038
5704558,Parc éolien Moulin à vent,10020,AVANT LES MARCILLY,10,44,En exploitation,48.4230292,3.5705101
5704558,Parc éolien Moulin à vent,10383,TRANCAULT,10,44,En exploitation,48.3736982,3.5370203
5704561,DOSNON Energies,10130,DOSNON,10,44,En exploitation,48.6121487,4.230251
5704561,DOSNON Energies,10167,GRANDVILLE,10,44,En exploitation,48.5956451,4.2319159
5704564,Centrale Eolienne de Chemin Perré,10254,MONTPOTHIER,10,44,En exploitation,48.57179,3.5178
5704564,Centrale Eolienne de Chemin Perré,10420,VILLENAUXE LA GRANDE,10,44,En exploitation,48.5903846,3.5548725
5704565,CENTRALE EOLIENNE VALLEE AUX GRILLONS,10057,BOUY-SUR-ORVIN,10,44,En exploitation,48.4121205,3.4969172
5704565,CENTRALE EOLIENNE VALLEE AUX GRILLONS,10382,TRAINEL,10,44,En exploitation,48.4158108,3.4392499
5704577,SEINE & AUBE ENERGIE,51234,ESCLAVOLLES LUREY,51,44,En exploitation,48.5526636,3.656587
5704577,SEINE & AUBE ENERGIE,10421,LA VILLENEUVE-AU-CHATELOT,10,44,En exploitation,48.54976,3.61107
5704577,SEINE & AUBE ENERGIE,10284,PERIGNY-LA-ROSE,10,44,En exploitation,48.5483343,3.6256553
5704577,SEINE & AUBE ENERGIE,51443,POTANGIS,51,44,En exploitation,48.58737,3.64405
5704591,PARC EOLIEN DE JASSEINES,10017,AULNAY,10,44,En exploitation,46.0205464,-0.347093
5704591,PARC EOLIEN DE JASSEINES,10065,BRILLECOURT,10,44,En exploitation,48.47153,4.36378
5704591,PARC EOLIEN DE JASSEINES,10175,JASSEINES,10,44,En exploitation,48.5020107,4.3870289
5704598,Sud Marne,51010,ANGLUZELLES-ET-COURCELLES,51,44,En exploitation,48.663778,3.897656134516157
5704598,Sud Marne,51176,CORROY,51,44,En exploitation,48.70233,3.94036
5704598,Sud Marne,51243,FAUX-FRESNAY,51,44,En exploitation,48.65588625,3.952072604894406
5704598,Sud Marne,51276,GOURGANCON,51,44,En exploitation,48.68817,4.02162
5704624,Les Renardieres SAS,10004,ALLIBAUDIERES,10,44,En exploitation,48.5851074,4.1087915
5704624,Les Renardieres SAS,10077,CHAMPIGNY-SUR-AUBE,10,44,En exploitation,48.5603428,4.0715171
5704624,Les Renardieres SAS,10408,VIAPRES-LE-PETIT,10,44,En exploitation,48.562461,4.0413806
5704629,Eole de Plan-Fleury SAS,10075,CHAMPFLEURY,10,44,En exploitation,49.1984834,4.0165459
5704629,Eole de Plan-Fleury SAS,10289,PLANCY-L'ABBAYE,10,44,En exploitation,48.5703961,3.9682337
5704629,Eole de Plan-Fleury SAS,10408,VIAPRES-LE-PETIT,10,44,En exploitation,48.562461,4.0413806
5704648,Ferme eolienne de Lamberville,8410,SEMIDE,8,44,En exploitation,49.3407129,4.5830031
5704656,PARC EOLIEN LE NITIS 2,8014,ANNELLES,8,44,En exploitation,49.427765,4.4203172
5704656,PARC EOLIEN LE NITIS 2,8286,MENIL ANNELLES,8,44,En exploitation,49.4394017,4.443931
5704678,Parc éolien des Côteaux du BLAISERON,52039,BAUDRECOURT,52,44,En exploitation,48.9625753,6.4535646
5704678,Parc éolien des Côteaux du BLAISERON,52172,DOMMARTIN-LE-SAINT-PERE,52,44,En exploitation,48.3942526,4.9214822
5704678,Parc éolien des Côteaux du BLAISERON,52178,DOULEVANT-LE-CHATEAU,52,44,En exploitation,48.3759186,4.9224059
5704678,Parc éolien des Côteaux du BLAISERON,52284,LESCHERES SUR LE BLAISERON,52,44,En exploitation,48.3377259,5.038458
5704681,Parc éolien de Louvieres,52295,LOUVIERES,52,44,En exploitation,49.3644444,-0.9177778
5704681,Parc éolien de Louvieres,52401,POULANGY,52,44,En exploitation,48.0412604,5.2538726
5704782,Parc eolien de Riaucourt-Darmannes,52167,DARMANNES,52,44,En exploitation,48.1682454,5.2161671
5704782,Parc eolien de Riaucourt-Darmannes,52421,RIAUCOURT,52,44,En exploitation,48.177014,5.1516194
5704799,PARC EOLIEN DE BOURCQ-CONTREUVE,8077,BOURCQ,8,44,En exploitation,49.3853956,4.631746
5704833,BUTTE DE SOIGNY,51070,BOISSY-LE-REPOS,51,44,En exploitation,48.8467052,3.6479189
5704833,BUTTE DE SOIGNY,51129,CHARLEVILLE,51,44,En exploitation,48.813549,3.6664318
5704833,BUTTE DE SOIGNY,51264,LE GAULT SOIGNY,51,44,En exploitation,48.80919265,3.600702738251811
5704844,PARC EOLIEN DU CHEMIN DE CHÂLONS,51502,SAINT-MARTIN-AUX-CHAMPS,51,44,En exploitation,48.8229603,4.4874816
5704844,PARC EOLIEN DU CHEMIN DE CHÂLONS,51552,SONGY,51,44,En exploitation,48.8028997,4.5024666
5704861,Ferme eolienne de Chappes et Remaucourt,8102,CHAPPES,8,44,En exploitation,45.8682621,3.2226312
5704861,Ferme eolienne de Chappes et Remaucourt,8356,REMAUCOURT,8,44,En exploitation,49.8969444,3.3422222
5704877,EOLE DE LA PLAINE D'OSNE,52370,OSNE LE VAL,52,44,En exploitation,48.4929074,5.1922836
5704896,PARC EOLIEN DES MYOSOTIS,8150,ECLY,8,44,En exploitation,49.54359585,4.288257708606727
5704896,PARC EOLIEN DES MYOSOTIS,8426,SON,8,44,En exploitation,49.58132,4.27575
5704962,DES NOUES,51065,BLACY,51,44,En exploitation,48.7274137,4.5558963
5705043,Ferme eolienne de Menil-Annelles,8286,MENIL ANNELLES,8,44,En exploitation,49.4394017,4.443931
5805353,Parc Éolien d'Ardouval,76024,ARDOUVAL,76,28,En exploitation,49.7482745,1.2705511
5805359,FLAMETS,76042,AUVILLIERS,76,28,En exploitation,49.7596371,1.5765242
5805359,FLAMETS,76265,FLAMETS FRETILS,76,28,En exploitation,49.7327943,1.5800032
5805360,Ypreville-Biville,76710,TREMAUVILLE,76,28,En exploitation,49.6657027,0.5209964
5805360,Ypreville-Biville,76755,YPREVILLE BIVILLE,76,28,En exploitation,49.6943317,0.5321463
5805362,SOCIETE DU PARC EOLIEN DE VEULETTES,76736,VEULETTES SUR MER,76,28,En exploitation,49.8503223,0.5971459
5805396,Le Moulin de Sehen,27323,LA HAYE-SAINT-SYLVESTRE,27,28,En exploitation,48.9092568,0.606958
5805396,Le Moulin de Sehen,27404,MESNIL ROUSSET,27,28,En exploitation,48.8893061,0.5500956
5805398,EOLIENNES DES TROIS PLAINES,76119,BOSC-BERENGER,76,28,En exploitation,49.6348522,1.25669
5805398,EOLIENNES DES TROIS PLAINES,76188,COTTEVRARD,76,28,En exploitation,49.6331111,1.2224568
5805398,EOLIENNES DES TROIS PLAINES,76200,CRITOT,76,28,En exploitation,49.6108384,1.2509358
5805399,EOLIENNES DE SASSEVILLE ET DROSAY,76221,DROSAY,76,28,En exploitation,49.7935882,0.7429081
5805399,EOLIENNES DE SASSEVILLE ET DROSAY,76664,SASSEVILLE,76,28,En exploitation,49.7875986,0.6712305
5805423,EOLE MANCHE,76334,GUEURES,76,28,En exploitation,49.8434071,0.9630202
5805425,SOCIETE DU PARC EOLIEN DE LA PLAINE MOULIN,76294,LA GAILLARDE,76,28,En exploitation,49.8367755,0.8581546
5805425,SOCIETE DU PARC EOLIEN DE LA PLAINE MOULIN,76642,SAINT-PIERRE-LE-VIGER,76,28,En exploitation,49.8243535,0.8475255
5805426,PARC EOLIEN DES MARETTES,76632,ST PIERRE BENOUVILLE,76,28,En exploitation,49.74004,0.97008
5805451,NOUVERGIES SAS,76618,PETIT CAUX,76,28,En exploitation,49.9613613,1.259272853624296
5805459,Voie du Moulin,76434,MESNIL RAOUL,76,28,En exploitation,49.3927742,1.2740418
5805460,Ramonts,76488,OUAINVILLE,76,28,En exploitation,49.7844397,0.5902585
5805461,Falfosse,76156,CANOUVILLE,76,28,En exploitation,49.8066238,0.6036945
5805461,Falfosse,76488,OUAINVILLE,76,28,En exploitation,49.7844397,0.5902585
5805462,EE CAMPIGNY,27126,CAMPIGNY,27,28,En exploitation,49.2481897,-0.7997123
5805479,Parc Eolien de Preuseville,76511,PREUSEVILLE,76,28,En exploitation,49.87012,1.51546
5805480,EnR GIE Guerville et Melleville,76333,GUERVILLE,76,28,En exploitation,49.95814,1.5129
5805480,EnR GIE Guerville et Melleville,76422,MELLEVILLE,76,28,En exploitation,49.9574796,1.4739243
5805482,EnR GIE Harcanville,76340,HARCANVILLE,76,28,En exploitation,49.7151011,0.7545284
5805483,Ferme eolienne de Canehan,76155,CANEHAN,76,28,En exploitation,49.9812062,1.3466187
5805484,ENERGIES DES FORIERES,76192,CRIEL SUR MER,76,28,En exploitation,50.0160928,1.3139444
5805486,ENERGIES DES LONGS CHAMPS,76133,LE BOURG DUN,76,28,En exploitation,49.8658434,0.8880653
5805487,L ECOPARC DES ENERGIES,76286,FRESNOY FOLNY,76,28,En exploitation,49.8840279,1.4264308
5805487,L ECOPARC DES ENERGIES,76512,PUISENVAL,76,28,En exploitation,49.88394,1.47056
5805507,PARC EOLIEN DE VARIMPRE,76122,CALLENGEVILLE,76,28,En exploitation,49.8332691,1.51422
5805508,PARC EOLIEN DES VATINES,76122,CALLENGEVILLE,76,28,En exploitation,49.8332691,1.51422
5805508,PARC EOLIEN DES VATINES,76511,PREUSEVILLE,76,28,En exploitation,49.87012,1.51546
5805508,PARC EOLIEN DES VATINES,76677,SMERMESNIL,76,28,En exploitation,49.8406328,1.4707852
5805509,PARC EOLIEN DU CLOS BATAILLE,76122,CALLENGEVILLE,76,28,En exploitation,49.8332691,1.51422
5805509,PARC EOLIEN DU CLOS BATAILLE,76677,SMERMESNIL,76,28,En exploitation,49.8406328,1.4707852
5805510,EDPR FRANCE HOLDING Mancheville,76266,FLOCQUES,76,28,En exploitation,50.0378196,1.3645412
5805511,EDPR FRANCE HOLDING Les Longs Champs,76266,FLOCQUES,76,28,En exploitation,50.0378196,1.3645412
5805513,ENERGIES DU PETIT CAUX S.A.S,76618,PETIT CAUX,76,28,En exploitation,49.9613613,1.259272853624296
5805514,ENERGIES DES HAUTS-TRAIT S.A.S,76618,PETIT CAUX,76,28,En exploitation,49.9613613,1.259272853624296
5805515,MANNEVILLE 1&2,76407,MANNEVILLE ES PLAINS,76,28,En exploitation,49.855753,0.7500464
5805521,Parc éolien Ronchois 2,76199,CRIQUIERS,76,28,En exploitation,49.6747176,1.7078545
5805522,Parc éolien Ronchois 3,76186,CONTEVILLE,76,28,En exploitation,49.6508,2.04918
5805522,Parc éolien Ronchois 3,76537,RONCHOIS,76,28,En exploitation,49.7223047,1.6266257
5805531,CRIEL ENERGIES,76192,CRIEL SUR MER,76,28,En exploitation,50.0160928,1.3139444
5805531,CRIEL ENERGIES,76619,SAINT-MARTIN-LE-GAILLARD,76,28,En exploitation,49.9783256,1.370995
5805532,AVESNES ET BEAUVOIR,76048,AVESNES EN BRAY,76,28,En exploitation,49.4698811,1.6727612
5805532,AVESNES ET BEAUVOIR,76067,BEAUVOIR-EN-LYONS,76,28,En exploitation,49.5032625,1.5854911
5805723,PARC EOLIEN DU VAL AUX MOINES,76262,FESQUES,76,28,En exploitation,49.78966,1.47616
5805723,PARC EOLIEN DU VAL AUX MOINES,76724,VATIERVILLE,76,28,En exploitation,49.7912042,1.5233662
5805729,Ferme Eolienne du Mont Martin,76635,SAINT-PIERRE-DES-JONQUIERES,76,28,En exploitation,49.85136,1.45208
5805729,Ferme Eolienne du Mont Martin,76677,SMERMESNIL,76,28,En exploitation,49.8406328,1.4707852
5805771,Bradiancourt - Neufbosc,76139,BRADIANCOURT,76,28,En exploitation,49.6576869,1.392109
5805771,Bradiancourt - Neufbosc,76461,NEUFBOSC,76,28,En exploitation,49.6453865,1.3642148
5805795,SAS PLEIN VENT LONGUE EPINE FECAMP,76259,FECAMP,76,28,En exploitation,49.7577729,0.374891
5805932,SEPE Violette,76175,CLAIS,76,28,En exploitation,49.8071581,1.4492387
5805938,Ferme éolienne du Coin Malo,76286,FRESNOY FOLNY,76,28,En exploitation,49.8840279,1.4264308
5805938,Ferme éolienne du Coin Malo,76320,GRANDCOURT,76,28,En exploitation,50.0801797,2.7084769
5805938,Ferme éolienne du Coin Malo,76512,PUISENVAL,76,28,En exploitation,49.88394,1.47056
5805938,Ferme éolienne du Coin Malo,76635,SAINT-PIERRE-DES-JONQUIERES,76,28,En exploitation,49.85136,1.45208
5806001,Ferme eolienne de la Surelle,76295,GAILLEFONTAINE,76,28,En exploitation,49.6532345,1.6154137
5806025,Ferme éolienne du Clos Boivin,27050,BEAUMONTEL,27,28,En exploitation,49.0886559,0.7649572
5905588,STE D'EXPL. DU PARC EOLIEN DE SABINE,39094,CHAMOLE,39,27,En exploitation,46.8387,5.7274
5905593,COL DE FERRIERE SAS,25177,CROSEY LE GRAND,25,27,En exploitation,47.3559316,6.5247456
5905593,COL DE FERRIERE SAS,25476,RAHON,25,27,En exploitation,47.3235763,6.5907933
5905593,COL DE FERRIERE SAS,25595,VELLEROT-LES-BELVOIR,25,27,En exploitation,47.3491807,6.6015113
5906040,ENERGIES DU PLATEAU CENTRAL 2,25247,FONTENELLE MONTBY,25,27,En exploitation,47.4484244,6.415615
5906040,ENERGIES DU PLATEAU CENTRAL 2,25377,MESANDANS,25,27,En exploitation,47.430153,6.3692386
5906040,ENERGIES DU PLATEAU CENTRAL 2,25613,VIETHOREY,25,27,En exploitation,47.425483,6.4290149
5906130,ENERGIES DU RECHET SAS (Vaite-Bussières),25107,CENDREY,25,27,En exploitation,47.4047862,6.2435144
5906130,ENERGIES DU RECHET SAS (Vaite-Bussières),25566,LA TOUR-DE-SCAY,25,27,En exploitation,47.3875108,6.2262544
5906130,ENERGIES DU RECHET SAS (Vaite-Bussières),25506,ROUGEMONTOT,25,27,En exploitation,47.3970142,6.2616869
5906130,ENERGIES DU RECHET SAS (Vaite-Bussières),25624,VILLERS-GRELOT,25,27,En exploitation,47.3553868,6.2266419
6004012,SAINT SEBASTIEN ENERGIES,23239,ST SEBASTIEN,23,75,En exploitation,44.8476754,5.798239
6004053,SEPE du Parc éolien de La Souterraine,23176,LA SOUTERRAINE,23,75,En exploitation,46.2383347,1.4861387
6004053,SEPE du Parc éolien de La Souterraine,23177,SAINT-AGNANT-DE-VERSILLAT,23,75,En exploitation,46.2788706,1.5113434
6004126,DE THOUILLER,87006,AZAT-LE-RIS,87,75,En exploitation,46.3192888,1.0604471
6004126,DE THOUILLER,87200,VERNEUIL MOUSTIERS,87,75,En exploitation,46.3398083,1.1352531
6004127,LE CHAMP DU BOS,87059,LE DORAT,87,75,En exploitation,46.2144367,1.0822603
6004127,LE CHAMP DU BOS,87109,ORADOUR-SAINT-GENEST,87,75,En exploitation,46.2388191,1.0334616
6004127,LE CHAMP DU BOS,87179,SAINT-SORNIN-LA-MARCHE,87,75,En exploitation,46.1828947,0.9882292
6004128,LES CHAMPS TROUVÉS,87006,AZAT-LE-RIS,87,75,En exploitation,46.3192888,1.0604471
